phrase,phrase_compact,count,phrase_len,n_pred_hits
ngu như con chó,ngunhưconchó,1,12,0
k biết suy nghĩ,kbiếtsuynghĩ,1,12,0
phá nát văn hoá,phánátvănhoá,1,12,0
con nhỏ đả kích,connhỏđảkích,1,12,0
ko biêt tu thân,kobiêttuthân,1,12,0
không trình độ,khôngtrìnhđộ,1,12,0
hồ chí minh giả,hồchíminhgiả,1,12,0
nhục con chó qá,nhụcconchóqá,1,12,0
xích cổ cách ly,xíchcổcáchly,1,12,0
ngu lâu dốt bền,ngulâudốtbền,1,12,0
no nhu thuoc no,nonhuthuocno,1,12,0
cái mặt con này,cáimặtconnày,1,12,0
ngu gia truyền,ngugiatruyền,1,12,0
bóng vàng mã dơ,bóngvàngmãdơ,1,12,0
giờ giấc cao su,giờgiấccaosu,1,12,0
sản phẩm óc chó,sảnphẩmócchó,1,12,0
bọn chó sủa bậy,bọnchósủabậy,1,12,0
phán như thánh,phánnhưthánh,1,12,0
con bong thuôi,conbongthuôi,1,12,0
nghỉ con mẹ mày,nghỉconmẹmày,1,12,0
hà lội văn hiến,hàlộivănhiến,1,12,0
cái thứ hạ đẳng,cáithứhạđẳng,1,12,0
mâm nào cũng có,mâmnàocũngcó,1,12,0
bán rẻ đất nước,bánrẻđấtnước,1,12,0
đem bênh về đây,đembênhvềđây,1,12,0
thằng trẩu nhi,thằngtrẩunhi,1,12,0
ý thức như buồ.i,ýthứcnhưbuồi,1,12,0
ko ra cái méo gì,koracáiméogì,1,12,0
song ko yên dau,songkoyêndau,1,12,0
con thiểu năng,conthiểunăng,1,12,0
nhiễm phóng xạ,nhiễmphóngxạ,1,12,0
thằng trộm vặt,thằngtrộmvặt,1,12,0
tảng băng chìm,tảngbăngchìm,1,12,0
tổ nhà chúng nó,tổnhàchúngnó,1,12,0
đcmm đi chết đi,đcmmđichếtđi,1,12,0
con loz heo gầy,conlozheogầy,1,12,0
ý thức như ruồi,ýthứcnhưruồi,1,12,0
thằng bụng bầu,thằngbụngbầu,1,12,0
điên trốn trại,điêntrốntrại,1,12,0
nứng nứng nứng,nứngnứngnứng,1,12,0
mèo ăn miếng mỡ,mèoănmiếngmỡ,1,12,0
bọn bốc bãi cứt,bọnbốcbãicứt,1,12,0
hết thuốt chửa,hếtthuốtchửa,1,12,1
thằng bàn phím,thằngbànphím,1,12,0
cô hồn các đảng,côhồncácđảng,1,12,0
thần kinh năng,thầnkinhnăng,1,12,0
con đ.ĩ l.oz thúi,conđĩlozthúi,1,12,0
thien duong cs,thienduongcs,1,12,0
sao đẻ được bạn,saođẻđượcbạn,1,12,0
thằng mặt thộn,thằngmặtthộn,1,12,0
con cat bu chan,concatbuchan,1,12,0
ngợm ko ra ngợm,ngợmkorangợm,1,12,0
vì thân phục vụ,vìthânphụcvụ,1,12,0
hư đường hư bột,hưđườnghưbột,1,12,0
xấu tai xấu hại,xấutaixấuhại,1,12,0
bữa thịt người,bữathịtngười,1,12,0
con bò động đực,conbòđộngđực,1,12,0
nồi da nấu thịt,nồidanấuthịt,1,12,0
bọn trung cộng,bọntrungcộng,1,12,0
con nghiệt súc,connghiệtsúc,1,12,0
con bà chúng nó,conbàchúngnó,1,12,0
bọn chức trách,bọnchứctrách,1,12,0
bọn ba que rách,bọnbaquerách,1,12,0
tế thằng tổ cnó,tếthằngtổcnó,1,12,0
thằng hung thủ,thằnghungthủ,1,12,0
có tiền mua nổi,cótiềnmuanổi,1,12,0
không thấy dạy,khôngthấydạy,1,12,0
thằng bán nước,thằngbánnước,1,12,1
biến con mẹ mày,biếnconmẹmày,1,12,0
biết cái cứt gì,biếtcáicứtgì,1,12,0
mấy thằng nô lệ,mấythằngnôlệ,1,12,0
đúng quy trình,đúngquytrình,1,12,0
thâm hết cả hậu,thâmhếtcảhậu,1,12,0
chả biết củ lìn,chảbiếtcủlìn,1,12,0
đàn ông đàn ang,đànôngđànang,1,12,0
nằm viện này nọ,nằmviệnnàynọ,1,12,0
chửi thì to mòm,chửithìtomòm,1,12,0
khóc lóc năn nỉ,khóclócnănnỉ,1,12,0
lụn bại tàn mạt,lụnbạitànmạt,1,12,0
thí vài con tốt,thívàicontốt,1,12,0
mũi thì bị lệch,mũithìbịlệch,1,12,0
miệng thì phun,miệngthìphun,1,12,0
đào nam lấp bắc,đàonamlấpbắc,1,12,0
nghèo mà nổ lắm,nghèomànổlắm,1,12,0
""" con c* hưng phấn """,conchưngphấn,1,12,0
"cái bọn ""animal",cáibọnanimal,1,12,0
ngực nhỏ quá đi,ngựcnhỏquáđi,1,12,0
chửi bọn tư bổn,chửibọntưbổn,1,12,0
mấy đứa tự nhục,mấyđứatựnhục,1,12,1
dám ra mặt trận,dámramặttrận,1,12,0
dơ cái tánh chó,dơcáitánhchó,1,12,0
lũ đa nhan cách,lũđanhancách,1,12,0
điếm vãi cả nồi,điếmvãicảnồi,1,12,0
mẹ lũ tham quan,mẹlũthamquan,1,12,0
lũ cặn bã dơ bẩn,lũcặnbãdơbẩn,1,12,0
xuống địa ngục,xuốngđịangục,1,12,0
thằng lãnh đạo,thằnglãnhđạo,1,12,0
xuống hố cả nút,xuốnghốcảnút,1,12,0
rận chủ vịt tần,rậnchủvịttần,1,12,0
quật chết mẹ nó,quậtchếtmẹnó,1,12,0
ngây thơ ko bt j,ngâythơkobtj,1,12,0
k bang con chùm,kbangconchùm,1,12,0
lam j co van hoa,lamjcovanhoa,1,12,0
bè lũ tham quan,bèlũthamquan,1,12,0
ngư ông đắc lợi,ngưôngđắclợi,1,12,1
bỏ tiền vào mồm,bỏtiềnvàomồm,1,12,0
nghèo bền vững,nghèobềnvững,1,12,0
núp lùm ăn tiền,núplùmăntiền,1,12,0
ăn tiền tài trợ,ăntiềntàitrợ,1,12,0
nhận án tử hình,nhậnántửhình,1,12,0
đồ khẩu nghiệp,đồkhẩunghiệp,1,12,0
đào mã chôn xác,đàomãchônxác,1,12,0
bọn tham nhũng,bọnthamnhũng,1,12,0
chó đàn hút máu,chóđànhútmáu,1,12,0
vàng mã âm binh,vàngmãâmbinh,1,12,0
con khùng thúi,conkhùngthúi,1,12,0
bọn 3/// tuột quần,bọn3tuộtquần,1,12,0
con yêu nghiệt,conyêunghiệt,1,12,0
quất chết mẹ nó,quấtchếtmẹnó,1,12,0
tên điên khùng,tênđiênkhùng,1,12,0
hư cả một thế hệ,hưcảmộtthếhệ,1,12,0
tai điếc mắt mù,taiđiếcmắtmù,1,12,0
tau hoa nhap ma,tauhoanhapma,1,12,0
chuyen gioi ho,chuyengioiho,1,12,0
ma ko co van hoa,makocovanhoa,1,12,0
chu mõm lên sủa,chumõmlênsủa,1,12,0
loại ý thức kém,loạiýthứckém,1,12,0
lúp lúp như chó,lúplúpnhưchó,1,12,0
cho đỡ chật đất,chođỡchậtđất,1,12,1
8 tầng địa ngục,8tầngđịangục,1,12,0
ngu như con lợn,ngunhưconlợn,1,12,0
nghiep chuong,nghiepchuong,1,12,0
dâm loạn viên,dâmloạnviên,4,11,0
con thần kinh,conthầnkinh,3,11,0
khinh thường,khinhthường,2,11,0
bắn chết mẹ nó,bắnchếtmẹnó,2,11,0
thằng assmin,thằngassmin,2,11,1
thằng con nít,thằngconnít,1,11,0
mỏ như cái lồn,mỏnhưcáilồn,1,11,1
cho may 1 trân,chomay1trân,1,11,0
lồn mẹ nhà mày,lồnmẹnhàmày,1,11,0
dien thoi dai,dienthoidai,1,11,0
quẹt mỏ như gà,quẹtmỏnhưgà,1,11,0
ngu động trời,nguđộngtrời,1,11,0
hãnh diện ghê,hãnhdiệnghê,1,11,0
ăn ko ngồi rỗi,ănkongồirỗi,1,11,0
đồ bóng khùng,đồbóngkhùng,1,11,0
đè đầu cưỡi cổ,đèđầucưỡicổ,1,11,0
dân đen ăn lồn,dânđenănlồn,1,11,0
thằng mất dạy,thằngmấtdạy,1,11,0
thứ thần kinh,thứthầnkinh,1,11,0
hăm doạ bắt bớ,hămdoạbắtbớ,1,11,0
hay ho chỗ nào,hayhochỗnào,1,11,0
phang mẹ nhau,phangmẹnhau,1,11,0
đập chetme nó,đậpchetmenó,1,11,0
ý kiến lọ chai,ýkiếnlọchai,1,11,0
thằng trẻ con,thằngtrẻcon,1,11,0
sống chui. rút,sốngchuirút,1,11,0
đảng búa liềm,đảngbúaliềm,1,11,0
lão vô văn hóa,lãovôvănhóa,1,11,0
xóa cờ hó vnch,xóacờhóvnch,1,11,0
lũ chó hại dân,lũchóhạidân,1,11,0
chết mẹ nhà nó,chếtmẹnhànó,1,11,0
bịt miệng dân,bịtmiệngdân,1,11,0
caiditmemay,caiditmemay,1,11,0
thằng ngu dốt,thằngngudốt,1,11,0
tức muốn điên,tứcmuốnđiên,1,11,0
chet con di me,chetcondime,1,11,0
ra cái vẻ tiếc,racáivẻtiếc,1,11,0
dân ngu cu đen,dânngucuđen,1,11,2
éo có tự trọng,éocótựtrọng,1,11,0
bài bạc gái gú,bàibạcgáigú,1,11,0
dap chet me no,dapchetmeno,1,11,0
bố mẹ thiên hạ,bốmẹthiênhạ,1,11,0
thằng mặt heo,thằngmặtheo,1,11,3
thằng hãm lol,thằnghãmlol,1,11,0
thằng nhơ bẩn,thằngnhơbẩn,1,11,0
đi sau làm sau,đisaulàmsau,1,11,0
chán vãi lồng,chánvãilồng,1,11,0
đào đất ngủ đi,đàođấtngủđi,1,11,0
chương mặt ra,chươngmặtra,1,11,0
bọn phản động,bọnphảnđộng,1,11,1
con đàn bà ngu,conđànbàngu,1,11,0
biến hóa cả số,biếnhóacảsố,1,11,0
ngước độc tài,ngướcđộctài,1,11,0
thua súc sinh,thuasúcsinh,1,11,0
già đầu mà non,giàđầumànon,1,11,0
chó động kinh,chóđộngkinh,1,11,0
đường lối giả,đườnglốigiả,1,11,0
luật pháp giả,luậtphápgiả,1,11,0
quên mang não,quênmangnão,1,11,0
rau tưới nhớt,rautướinhớt,1,11,0
bố thằng điên,bốthằngđiên,1,11,0
sống sạch lên,sốngsạchlên,1,11,0
thả trôi sông,thảtrôisông,1,11,0
xuống đất ngủ,xuốngđấtngủ,1,11,0
djtmenhaong,djtmenhaong,1,11,0
địt cụ bọn này,địtcụbọnnày,1,11,0
con mẹ chúng m,conmẹchúngm,1,11,0
nhìn ngứa mắt,nhìnngứamắt,1,11,0
bán rẻ tổ quốc,bánrẻtổquốc,1,11,0
con đóm sâu bọ,conđómsâubọ,1,11,0
kiếp bóng gió,kiếpbónggió,1,11,0
chết con đỉ mẹ,chếtconđỉmẹ,1,11,0
địt con mẹ chó,địtconmẹchó,1,11,0
biết cái đéo j,biếtcáiđéoj,1,11,0
bán hàng fake,bánhàngfake,1,11,0
đu càng qua mỹ,đucàngquamỹ,1,11,0
xiên xỏ đá xéo,xiênxỏđáxéo,1,11,0
thằng ngu lồn,thằngngulồn,1,11,1
ngu cmn người,ngucmnngười,1,11,0
thèng assmin,thèngassmin,1,11,0
đừng có về đây,đừngcóvềđây,1,11,0
con dao 2 lưỡi,condao2lưỡi,1,11,0
mấy thằng lol,mấythằnglol,1,11,1
văn hóa lắm cơ,vănhóalắmcơ,1,11,0
ngu hon ca cho,nguhoncacho,1,11,0
con ho ly tinh,conholytinh,1,11,0
phen vang khe,phenvangkhe,1,11,0
thối nát.đkmm,thốinátđkmm,1,11,0
ko biết xấu hổ,kobiếtxấuhổ,1,11,0
mặt nhiều lớp,mặtnhiềulớp,1,11,0
bộ mặt ngu dốt,bộmặtngudốt,1,11,0
loài hợp quần,loàihợpquần,1,11,0
cunt suckers,cuntsuckers,1,11,0
thằng báo đời,thằngbáođời,1,11,0
sai lè còn cãi,sailècòncãi,1,11,0
mấy thằng chó,mấythằngchó,1,11,0
mê chim mê dzú,mêchimmêdzú,1,11,0
máy cha máy mẹ,máychamáymẹ,1,11,0
ngu có gia phả,ngucógiaphả,1,11,0
thằng cha mày,thằngchamày,1,11,0
thằng đĩ vượn,thằngđĩvượn,1,11,0
thằng bù nhìn,thằngbùnhìn,1,11,0
thằng cục cứt,thằngcụccứt,1,11,0
trại cai tiền,trạicaitiền,1,11,0
bọn việt cộng,bọnviệtcộng,1,11,1
đéo nói nhiều,đéonóinhiều,1,11,0
xả súng da đen,xảsúngdađen,1,11,0
bộ sậu tay sai,bộsậutaysai,1,11,0
con bóng chúa,conbóngchúa,1,11,0
cà khịa t chém,càkhịatchém,1,11,0
sáng mắt chưa,sángmắtchưa,1,11,0
mạg ng rẻ vậy s,mạgngrẻvậys,1,11,0
mấy bố ts giấy,mấybốtsgiấy,1,11,0
biết con mẹ gì,biếtconmẹgì,1,11,0
phản cmn động,phảncmnđộng,1,11,0
thứ giật tiền,thứgiậttiền,1,11,0
chó việt cộng,chóviệtcộng,1,11,0
thằng máu lồn,thằngmáulồn,1,11,0
thằng cộng nô,thằngcộngnô,1,11,0
đánh trào máu,đánhtràomáu,1,11,0
thằng mặt lon,thằngmặtlon,1,11,0
thanh loai gi,thanhloaigi,1,11,0
bóng tâm thần,bóngtâmthần,1,11,0
thuyết âm mưu,thuyếtâmmưu,1,11,0
ý thức hơi kém,ýthứchơikém,1,11,0
quần gạ chịch,quầngạchịch,1,11,0
ngưu tầm ngưu,ngưutầmngưu,1,11,0
kịn khủng tởm,kịnkhủngtởm,1,11,0
quân khốn nạn,quânkhốnnạn,1,11,0
ăn thua sân si,ănthuasânsi,1,11,0
không có phúc,khôngcóphúc,1,11,0
c.*.t bằng bù lon,ctbằngbùlon,1,11,0
thằng âm binh,thằngâmbinh,1,11,0
đám cầu thủ đỏ,đámcầuthủđỏ,1,11,1
đám bò đỏ chửi,đámbòđỏchửi,1,11,0
chống tổ quốc,chốngtổquốc,1,11,0
gây mâu thuẫn,gâymâuthuẫn,1,11,0
tham thì thâm,thamthìthâm,1,11,0
đkm bọn chó đẻ,đkmbọnchóđẻ,1,11,0
cái mỏ nó sưng,cáimỏnósưng,1,11,0
vn cũng tư bản,vncũngtưbản,1,11,0
máy chị ninja,máychịninja,1,11,0
mả cha nhà mày,mảchanhàmày,1,11,0
chửi vô tội vạ,chửivôtộivạ,1,11,0
đầu óc có bệnh,đầuóccóbệnh,1,11,0
đuổi thẳng cổ,đuổithẳngcổ,1,11,0
đi đêm qua lại,điđêmqualại,1,11,0
con quỷ mặt rỗ,conquỷmặtrỗ,1,11,0
mặt ngu hơn bò,mặtnguhơnbò,1,11,0
chán con mẹ nó,chánconmẹnó,1,11,0
do khung dien,dokhungdien,1,11,0
đơm chết mẹ nó,đơmchếtmẹnó,1,11,0
bọn báo lá cải,bọnbáolácải,1,11,0
dcm chúng mày,dcmchúngmày,1,11,0
lu tham nhung,luthamnhung,1,11,0
lũ cừu cáo ngơ,lũcừucáongơ,1,11,0
tiếu thấy moẹ,tiếuthấymoẹ,1,11,0
con chửi thâm,conchửithâm,1,11,0
đường lưỡi bò,đườnglưỡibò,1,11,0
bắn chết cdm m,bắnchếtcdmm,1,11,0
cười đằng sau,cườiđằngsau,1,11,0
nghiệt trủng,nghiệttrủng,1,11,0
không có giàu,khôngcógiàu,1,11,0
đào mồ cuốc mả,đàomồcuốcmả,1,11,0
ngu như con bò,ngunhưconbò,1,11,0
khẩu nghiệp,khẩunghiệp,17,10,4
không có não,khôngcónão,4,10,0
thượng đẳng,thượngđẳng,4,10,1
nghiệp quật,nghiệpquật,4,10,0
mồ tổ cha mày,mồtổchamày,3,10,1
hoang tưởng,hoangtưởng,3,10,1
ý thức như đb,ýthứcnhưđb,3,10,0
thiếu ý thức,thiếuýthức,3,10,0
hoang tuong,hoangtuong,3,10,0
con bóng già,conbónggià,3,10,0
khau nghiep,khaunghiep,3,10,0
dân trí thấp,dântríthấp,2,10,3
ghen ăn tức ở,ghenăntứcở,2,10,0
khùng khùng,khùngkhùng,2,10,0
đm chúng mày,đmchúngmày,2,10,0
thang khung,thangkhung,2,10,0
thằng óc chó,thằngócchó,2,10,0
loại nghiện,loạinghiện,1,10,0
bò đỏ tụi tao,bòđỏtụitao,1,10,0
chơi bẩn bựa,chơibẩnbựa,1,10,0
con đười ươi,conđườiươi,1,10,0
cai cau tieu,caicautieu,1,10,1
lũ ducanger,lũducanger,1,10,0
giữ thể diện,giữthểdiện,1,10,0
lắm trò hành,lắmtròhành,1,10,0
tụi bán nước,tụibánnước,1,10,0
tui trộm cắp,tuitrộmcắp,1,10,0
như đúng rồi,nhưđúngrồi,1,10,1
đạo đức rách,đạođứcrách,1,10,0
what đờ phắc,whatđờphắc,1,10,0
ngông cuồng,ngôngcuồng,1,10,1
tổ cha bọn nó,tổchabọnnó,1,10,1
than với rên,thanvớirên,1,10,0
bọn tàu cộng,bọntàucộng,1,10,0
gào mồm ăn vạ,gàomồmănvạ,1,10,0
vuốt chim vc,vuốtchimvc,1,10,0
ko đử tư cách,kođửtưcách,1,10,0
ngon vailon,ngonvailon,1,10,0
lôi cái đuôi,lôicáiđuôi,1,10,0
o gan kho dan,ogankhodan,1,10,0
dăm ba thằng,dămbathằng,1,10,0
ông đầu trọc,ôngđầutrọc,1,10,0
nói trên đầu,nóitrênđầu,1,10,0
thằng đầy tớ,thằngđầytớ,1,10,0
xem lai mình,xemlaimình,1,10,0
tụi giang hồ,tụigianghồ,1,10,0
con chó điên,conchóđiên,1,10,0
cay vãi lon t,cayvãilont,1,10,0
vô nhân tính,vônhântính,1,10,0
bọn quan lại,bọnquanlại,1,10,0
dư luận viên,dưluậnviên,1,10,2
do phan quoc,dophanquoc,1,10,0
hiep dap dan,hiepdapdan,1,10,0
bợ đít tụi nó,bợđíttụinó,1,10,0
thằng bắc kì,thằngbắckì,1,10,0
lãnh đạo già,lãnhđạogià,1,10,0
loại mất dạy,loạimấtdạy,1,10,0
đĩ già khùng,đĩgiàkhùng,1,10,0
tay cô gái to,taycôgáito,1,10,0
nhục mặt quá,nhụcmặtquá,1,10,0
16 vàng 4 tốt,16vàng4tốt,1,10,0
ông cễnh con,ôngcễnhcon,1,10,0
a dg nhai bcs,adgnhaibcs,1,10,0
lí do lí trấu,lídolítrấu,1,10,0
chửi sằn bậy,chửisằnbậy,1,10,0
lão đại biểu,lãođạibiểu,1,10,0
bọn nằm vùng,bọnnằmvùng,1,10,0
trúng phong,trúngphong,1,10,0
tư tưởng giả,tưtưởnggiả,1,10,0
con chó rách,conchórách,1,10,0
thằng ăn xin,thằngănxin,1,10,0
dit con me no,ditconmeno,1,10,0
ôi thơm tho j,ôithơmthoj,1,10,0
chất tạo nạc,chấttạonạc,1,10,0
tao cừ tao ỉa,taocừtaoỉa,1,10,0
nghiệp bê đê,nghiệpbêđê,1,10,0
ko chấp nhận,kochấpnhận,1,10,0
đánh chết mẹ,đánhchếtmẹ,1,10,0
có não không ???,cónãokhông,1,10,0
thằng ko não,thằngkonão,1,10,0
đứa tretrau,đứatretrau,1,10,0
tiệp corona,tiệpcorona,1,10,0
loại xúc zật,loạixúczật,1,10,0
bị bệnh nặng,bịbệnhnặng,1,10,0
con bede sấu,conbedesấu,1,10,0
khóc nhu cho,khócnhucho,1,10,0
ngu chưa con,nguchưacon,1,10,0
oách sờ lách,oáchsờlách,1,10,0
câm mẹ nó mồm,câmmẹnómồm,1,10,0
nhục cái mặt,nhụccáimặt,1,10,0
đẹp đẽ quá mà,đẹpđẽquámà,1,10,0
bị chửi đáng,bịchửiđáng,1,10,0
bắn cho phát,bắnchophát,1,10,0
khủng hoảng,khủnghoảng,1,10,0
chém chết mẹ,chémchếtmẹ,1,10,0
ngáo cứt lợn,ngáocứtlợn,1,10,0
thằng đầu bò,thằngđầubò,1,10,0
bố thằng nào,bốthằngnào,1,10,0
đụ má xạo lồn,đụmáxạolồn,1,10,0
ko có văn hóa,kocóvănhóa,1,10,0
chếtluondi,chếtluondi,1,10,0
vô quan tài ở,vôquantàiở,1,10,0
mặt ng dạ thú,mặtngdạthú,1,10,0
con mẹ nó mồm,conmẹnómồm,1,10,1
chừa cái tật,chừacáitật,1,10,0
nidalee vãi,nidaleevãi,1,10,0
từ chối hiểu,từchốihiểu,1,10,0
thằng mặt lờ,thằngmặtlờ,1,10,0
cằm theo não,cằmtheonão,1,10,0
con đỉ khùng,conđỉkhùng,1,10,0
con quái vật,conquáivật,1,10,0
kinh nguyệt,kinhnguyệt,1,10,0
ko có văn hoá,kocóvănhoá,1,10,0
trơ trẽn vkl 💩,trơtrẽnvkl,1,10,0
hít dạ hương,hítdạhương,1,10,0
đãn chó chết,đãnchóchết,1,10,0
khung khung,khungkhung,1,10,0
bố cái thằng,bốcáithằng,1,10,0
vẽ để đút mồm,vẽđểđútmồm,1,10,0
loai ngu dốt,loaingudốt,1,10,0
cỏi niết bàn,cỏiniếtbàn,1,10,0
thằng óc cứt,thằngóccứt,1,10,0
nhóm lợi ích,nhómlợiích,1,10,0
hả miệng chó,hảmiệngchó,1,10,0
lũ tham quan,lũthamquan,1,10,0
bọn khủng bố,bọnkhủngbố,1,10,0
mang cái mặt,mangcáimặt,1,10,0
dẫm lên lưng,dẫmlênlưng,1,10,0
đập chết cmn,đậpchếtcmn,1,10,0
im mẹ cái mồm,immẹcáimồm,1,10,0
bọn trẻ trâu,bọntrẻtrâu,1,10,1
tướng niểng,tướngniểng,1,10,0
bành trướng,bànhtrướng,1,10,0
thằng niễng,thằngniễng,1,10,0
thằng cố vấn,thằngcốvấn,1,10,0
béo ú ngu học,béoúnguhọc,1,10,0
sắp mặt lozz,sắpmặtlozz,1,10,0
con chó diên,conchódiên,1,10,0
loại mat dạy,loạimatdạy,1,10,0
trư bát giới,trưbátgiới,1,10,1
tong chet me,tongchetme,1,10,0
vô văn hoá vl,vôvănhoávl,1,10,0
đâm chìm tàu,đâmchìmtàu,1,10,0
quang quang,quangquang,1,10,1
chien tranh,chientranh,1,10,0
ko có dân chủ,kocódânchủ,1,10,0
lo ăn lo cướp,loănlocướp,1,10,0
tự cao tự đại,tựcaotựđại,1,10,0
cái quanque,cáiquanque,1,10,0
thằng bắc cụ,thằngbắccụ,1,10,0
đồ thần kinh,đồthầnkinh,1,10,0
não bị delay,nãobịdelay,1,10,0
giải nghiệp,giảinghiệp,1,10,0
hưởi quần xì,hưởiquầnxì,1,10,0
nhục như chó,nhụcnhưchó,1,10,0
chạy như chó,chạynhưchó,1,10,0
banh nha xac,banhnhaxac,1,10,0
ăn hô nói tục,ănhônóitục,1,10,0
ý thức như qq,ýthứcnhưqq,1,10,0
bớt ảo tưỡng,bớtảotưỡng,1,10,0
thằng ít tóc,thằngíttóc,1,10,0
đéo động não,đéođộngnão,1,10,0
bọn ranh con,bọnranhcon,1,10,0
chao xả gich,chaoxảgich,1,10,0
khủng khiếp,khủngkhiếp,1,10,0
con tâm thân,contâmthân,1,10,0
bọn việt tân,bọnviệttân,1,10,0
chửi mày ngu,chửimàyngu,1,10,0
thằng đàn bà,thằngđànbà,1,10,0
chúa lừa dân,chúalừadân,1,10,0
nói sau lưng,nóisaulưng,1,10,0
"phá nc, bán ns",pháncbánns,1,10,0
làm ăn bố láo,làmănbốláo,1,10,0
con đỉ chó xl,conđỉchóxl,1,10,0
bọn súc sinh,bọnsúcsinh,1,10,0
đám thối nát,đámthốinát,1,10,0
ngu v~ chưởng,nguvchưởng,1,10,0
clone sủa cc,clonesủacc,1,10,0
những con bò,nhữngconbò,1,10,0
thứ rác rưỡi,thứrácrưỡi,1,10,0
dân lưu vong,dânlưuvong,1,10,0
bán hàng giả,bánhànggiả,1,10,0
mang dịch về,mangdịchvề,1,10,0
luật quả báo,luậtquảbáo,1,10,0
lũ ngu chó đẻ,lũnguchóđẻ,1,10,0
nhạc vs nhẽo,nhạcvsnhẽo,1,10,0
ngu thì chết,nguthìchết,1,10,1
pủi chứng nó,pủichứngnó,1,10,0
nhảm loz vcc,nhảmlozvcc,1,10,0
nổ lằn nổ lốn,nổlằnnổlốn,1,10,0
thốn mặt lằm,thốnmặtlằm,1,10,0
con gà 1000kg,congà100kg,1,10,0
ăn bằng máng,ănbằngmáng,1,10,0
sống làm chi,sốnglàmchi,1,10,0
xổng chuồng,xổngchuồng,1,10,0
nhà ảo tưởng,nhàảotưởng,1,10,0
chêt gân hêt,chêtgânhêt,1,10,0
lũ chúng mày,lũchúngmày,1,10,0
tụi lưu manh,tụilưumanh,1,10,0
gan het rang,ganhetrang,1,10,0
ngập cmn đầu,ngậpcmnđầu,1,10,0
con bóng đũy,conbóngđũy,1,10,0
con bóng đực,conbóngđực,1,10,0
th lamg bằng,thlamgbằng,1,10,0
cô ba vàng mã,côbavàngmã,1,10,2
ko ai tha thứ,koaithathứ,1,10,0
nghĩa trang,nghĩatrang,1,10,0
thằng óc tôm,thằngóctôm,1,10,0
ngu ngục vcl,ngungụcvcl,1,10,0
cô giáo mà nt,côgiáomànt,1,10,0
tham nhũng,thamnhũng,14,9,7
trung cộng,trungcộng,8,9,2
thằng điên,thằngđiên,5,9,0
no banh xac,nobanhxac,4,9,0
lũ súc sinh,lũsúcsinh,3,9,0
khuyết tật,khuyếttật,3,9,0
ăn nghìn tỷ,ănnghìntỷ,2,9,0
con súc vật,consúcvật,2,9,0
cailoncat,cailoncat,2,9,1
đạo đức giả,đạođứcgiả,2,9,1
con sán dây,consándây,2,9,0
tham nhủng,thamnhủng,2,9,1
câm như hến,câmnhưhến,2,9,0
tham nhung,thamnhung,2,9,1
dư lợn viên,dưlợnviên,2,9,0
lũ khốn nạn,lũkhốnnạn,2,9,0
lũ chó chết,lũchóchết,2,9,0
loại người,loạingười,2,9,1
giết người,giếtngười,2,9,4
lũ bán nước,lũbánnước,2,9,2
giết quách,giếtquách,2,9,0
tội nghiệp,tộinghiệp,2,9,2
loại đàn bà,loạiđànbà,2,9,0
ngu như chó,ngunhưchó,2,9,1
chet me may,chetmemay,2,9,0
thằng bệnh,thằngbệnh,2,9,0
hoang mang,hoangmang,2,9,2
điên khùng,điênkhùng,2,9,0
diệt chủng,diệtchủng,2,9,0
đụ con đĩ mẹ,đụconđĩmẹ,2,9,0
như cái lon,nhưcáilon,1,9,0
tinh trùng,tinhtrùng,1,9,0
ỉa ra ăn lại,ỉaraănlại,1,9,0
nổ banh xác,nổbanhxác,1,9,0
dm chúng nó,dmchúngnó,1,9,0
quỹ đầu cằc,quỹđầucằc,1,9,0
ngứa bà cẹt,ngứabàcẹt,1,9,0
ném lựu đạn,némlựuđạn,1,9,0
khùng điên,khùngđiên,1,9,0
cuồng cộng,cuồngcộng,1,9,0
đĩ nhà giàu,đĩnhàgiàu,1,9,0
đáng khinh,đángkhinh,1,9,1
t chúng tao,tchúngtao,1,9,0
đánh người,đánhngười,1,9,0
đạp con mái,đạpconmái,1,9,0
chùi âm đạo,chùiâmđạo,1,9,0
con mất day,conmấtday,1,9,0
ngu quá lợn,nguquálợn,1,9,0
thắng dien,thắngdien,1,9,0
bo tat ngua,botatngua,1,9,0
tên súc vật,tênsúcvật,1,9,0
má mắc nếttt,mámắcnếtt,1,9,0
hai hòn dái,haihòndái,1,9,0
con lon giả,conlongiả,1,9,0
khỉ đầu chó,khỉđầuchó,1,9,0
nên học lại,nênhọclại,1,9,0
trung cong,trungcong,1,9,0
người rừng,ngườirừng,1,9,0
mất phần ăn,mấtphầnăn,1,9,0
đập sắp mặt,đậpsắpmặt,1,9,0
thứ súc vật,thứsúcvật,1,9,0
dlv mất dại,dlvmấtdại,1,9,0
thứ mắc dạy,thứmắcdạy,1,9,0
thằg óc chó,thằgócchó,1,9,0
bọn lừa đảo,bọnlừađảo,1,9,0
diêm vương,diêmvương,1,9,0
bù lu bù loa,bùlubùloa,1,9,0
hoan tưởng,hoantưởng,1,9,0
lá mọc đinh,lámọcđinh,1,9,0
con nhỏ ất ơ,connhỏấtơ,1,9,0
đảng con bò,đảngconbò,1,9,0
chẳng ra gì,chẳngragì,1,9,0
bọn ngu dốt,bọnngudốt,1,9,0
