id,texts,label_original,label_gemini
2744,"Thớt nào cũng có 1, 2 thằng Khổ dâm ngược dòng như thế",0,1
2745,Lướt reply của thớt này thấy tốn 2 phút cuộc đời vcc toàn lảm nhảm,0,1
2746,"quan trọng là khả năng thằng đấy thắng kiện cho anh, nó dùng tool gì đ quan trọng, nó xài cục đá vẽ lên hang động cũng đc )) lười hay không kệ mẹ nó, quan trọng là nó được việc lmao, đ hiểu ở đâu ra cái suy nghĩ thuê thằng nào thì thằng đấy phải chăm chỉ )",0,1
2747,Má.. Hoàn Mỹ mất uy tín quá...,0,0
2748,"Toàn mấy thánh phán cho sang mồm chứ có biết gì về kinh tế đâu mà sửa làm gì thím, kệ đi.",0,0
2749,Không làm gì thì mới đéo có gì chứ. Làm thì có rồi ít hay nhiều thì cũng phải có Chẳng hạn như mình có 1 số nợ rồi đấy,0,1
2750,Long an có cái quái gì đâu mà 10 tỏi cho 100m,0,0
2751,"Dân làm ăn, quan chức mê tín thấy mịa nên cái của này ai dám rớ vào.",0,0
2752,Hlv đéo có quyền mạnh vậy đâu fen,0,1
2753,"cộng đồng mạng rảnh háng vl, quán của nó nó muốn như vậy kệ nó, đi quán khác là dc, đến lúc nó ghi cái biển là chỉ phục vụ người trên 60t cũng giãy nãy lên à, kệ nó chứ :v",0,1
2754,"phiếu xuất xưởng là thằng cục đăng kiểm cấp liên quan gì tới nhà máy đâu, nó giống như giấy khai sinh đó, 1 xe chỉ có đúng 1 giấy do thằng cục đăng kiểm cấp",0,0
2755,Chơi chung là 1 cn K phải người trong nhà mà xỉa mõm vào nhà người khác là k nên,0,1
2756,"Nhảm nhí nhể, 30 căn thì thuê mẹ 1 thằng quản lý tháng trả 15-20 củ nó thu tiền và xử lý vấn đề linh tinh rồi bank vào tk là xong, đi thu làm éo giề",0,1
2757,"Luật là thế, biết là méo hợp lí nhưng ko cãi được luật, nên ra đường thấy mấy ""anh"" trẩu thì cứ cụp cái pha xuống, ko có cơ sự gì thì bố mẹ với vk con mình khổ",0,1
2758,"Đi vay, bố cái thằng lom dom. Đi làm rồi chứ có phải đi học đâu mà sợ.",0,1
2759,Giờ vào lại thì Anh bị Đức - Pháp đè đầu cưỡi cổ hả . Nó lại khinh cho.,0,1
2760,"Người ta hay thấy người giàu keo sẽ bảo ""Bởi thế nó mới giàu"". Đó là câu của tụi nghèo để có cái chỉ trích kẻ hơn mình.",0,2
2761,Tù đéo gì mấy cái giám định này ???,0,1
2762,mày còn có anh trai phải không.tao không hiểu anh mày làm gì nghĩ gì mà để nhà mày như vậy...........,0,2
2763,"Cứ quan tâm tụi này là bọn nó lông dài, xăm trổ xỏ khuyên... giờ cứ éo ai hỏi xem nó có quay về bình thường không?",0,2
2764,"Cũng hay là m dc cái lo cày cuốc có nhà, còn hơn t gái bỏ mà 30t đầu đéo có gì trong tay .",0,1
2765,"Hàn tín chửi hạng vũ chỉ có lòng nhân của đàn bà, cuối cùng thân làm tướng mà bị chết dưới tay 1 con đàn bà nhục nhã vl, trong khi hạng vũ còn được chết oanh liệt nơi chiến trường",0,2
2766,"chắc gì đã là biển thật! Bọn trẻ trâu hay gắn biển giả, biển đẹp lung tung chạy lắm!",0,1
2767,"hàn nhật đồng tổ chức r, đạt đc mục đích kích cầu người dân chơi bóng đá nhiều hơn thôi do ngày xưa trước 2002 bóng đá ở 2 xứ này ko đc quan tâm nhiều chứ bọn này có phải sĩ diện j đâu mà tổ chức,",0,0
2768,làm thế tội nghiệp con chó lắm,0,0
2769,Tầm 2000-2010 thiếu éo gì phim điện ảnh TQ hay?,0,1
2770,Nói vậy thôi chứ tôi quan trọng chó gì đâu.,0,1
2771,"Cũng éo biết đâu bạn, mình gầy còm lom dom có 1m60 54kg mà học xong cũng bị xích đi lính 2 năm nè.",0,1
2772,"ơ thớt này thật thà này, không có ""thằng bạn, thằng em, thằng đồng nghiệp""",0,0
2773,"Lái cái gì, thực tế là thằng khỉ nó đéo đủ trình để vào danh sách 3 thủ môn của tây ban nha. Thực tế nó rõ ràng.",0,1
2774,Thôi kệ hihi mấy thằng đá bóng tuổi gì bốc phân với trẫm,0,1
2775,nhiều thằng giật tít câu view lắm. chúng nó thậm chí làm bất chấp khi không biết 100 tỷ phải làm bao lâu với lương vozer mới có được,0,1
2776,Hoa hậu éo gì lắm thế?? Cường quốc hoa hậu à?,0,1
2777,2 case này liên quan đ gì đến nhau vậy .-.,0,1
2778,Nếu mà ai cũng như này thì thế giới éo cần nhà tù.,0,1
2779,"cái lũ 90 như mình bị ám ảnh kiểu này thế nhỉ , thế chưa vượt qua khủng hoảng tuổi 30 à :v",0,1
2780,"thằng vtv cứ suốt ngày theo bảng xếp hạng, theo website này nọ có uy tín toàn cầu, check lại thì đéo hiểu trang ất ơ nào.",0,1
2781,"Các anh là người hay cái máy vậy nhỉ, rõ ràng thằng thớt nói con chó đã bị cột ngay từ đầu mà thằng nào vô cũng kêu nhốt chó lại là sao",0,1
2782,"Thông cảm với ông thớt nhưng đéo qtam lắm vì hồi đầu năm vật nhau trên voz này thì 90% vozer sợ nghèo sợ đói chứ ko sợ covid. Ai dính nặng thì đen thôi, chứ đỏ thì quên đi Thân mình mình lo, xã hội ko sợ covid nhưng mình vẫn sợ, vẫn giục cả nhà đi tiêm mũi 3,4, có thg con nhỏ chưa đầy tuổi thì ko làm gì đc, đành phó mặc cho vận may",0,1
2783,"Tôi thấy với người già thì máy đéo nào cũng giống nhau, chỉ vào mấy app cơ bản, zalo, youtube thì đt đéo nào chẳng như nhau. Ko hiểu là phải tinh chỉnh cái gì nữa, lol.",0,1
2784,"Bộ tài chính nên trao thêm quyền yêu cầu bên thứ 3 bồi thường thiệt hại phần sai, số tiền bảo hiểm nhân thọ đã đền hợp đồng.... Đảm bảo ra đường đéo thằng nào dám đi láo... công ty bảo hiểm nó kiện cho bán nhà.",0,1
2785,"Riết rồi thấy lắm thằng ỷ lại cái chuyện nhỏ nhặt hài vl ra M chạy ra vinmart mua 1 lon mà uống, đéo có độc đâu",0,1
2786,Mấy cái đó tao đéo rảnh bịa =]],0,1
2787,"Đa số hay k thì nó vẫn cứ là chuyện đ liên quan, vì có trump hay k trump thì đảng ch vẫn đ có thượng viện, thượng viện lại chỉ bầu 1 phần số ghế chứ đ bầu hết.",0,1
2788,"Có con xe cay đéo gì, coi như đấy phần thừa kế của con chị",0,1
2789,"40 tuổi rồi vẫn là “thiếu gia”, có vẻ hơi phế nhỉ. Doanh nhân 40 tuổi vẫn ăn quả mác của mấy thanh niên mới lớn vậy",0,1
2790,"Học xong đại học thì đi làm giai cấp lãnh đạo là đúng, sao thằng lều nói cứ như công nhân mạt hạn lắm vậy?",0,1
2791,Màu nhạc mới là kiểu màu nhạc bợ đít mấy thằng giàu hả bạn?,0,1
2792,"Này là thằng méo nào, anh Tinh tao cần care ko ?",0,1
2793,"22 23 vầy để trải nghiệm cũng tốt, công việc đó lại phù hợp với mấy ông 30 đến 40... Du học mà ko biết học xong để làm gì nó còn ăn hại hơn đứa đi làm.",0,0
2794,Sai chính tả thì đéo có trình nói chuyện với thầy đâu.,0,1
2795,Sử VN lấy quái gì mà hay. Sử viết chắc toàn bộ lạc khởi nghĩa. Thời tam quốc bên mình vẫn như kiểu 1 bộ lạc.,0,1
2796,Xã hội thằng nào cũng theo ý mình thì có mà loạn à,0,0
2797,Tôi biết vài anh là con ông này ông kia có phải đi nghĩa vụ đéo đâu.,0,1
2798,Học hay không kệ người ta. Tiền của người ta. Công sức của người ta. Mấy thằng # trên ghen ăn tức ở à,0,1
2799,"Tùy gia đình tùy người. Đa số là dẩm l nhưng cũng có 1 số gd ở xa, ở nước ngoài họ chụp lên để người thân ở xa biết và đọc kinh hay cầu nguyện gì đó tùy vào tôn giáo của họ. Nói chung kệ mẹ họ đi bạn.",0,1
2800,"con mụ kia đi tù là đúng cmnr, quá đáng vcc nhưng con bé này 15 tuổi rồi còn ăn trộm thì cũng nên có một xử phạt thích đáng",0,1
2801,Nhìn thằng GK Sing tội vcl.,0,1
2802,"Nó ghi rõ là xe xăng kìa. Còn đứng ở góc độ vay cty vay dự án chứ k phải vay tiêu dùng. A nghĩ k có sân sau nào chịu tác động à mà bảo ngân hàng ngu, tiền của ngân hàng đéo đâu ngu hay khôn ?",0,1
2803,• chi cục trưởng ( bố thằng bạn cấp 3) • cháu của cốp to ở tỉnh • mặt hàng ngạch nên ko cần kiếm khách • có ông chú ruột nắm giang hồ,0,0
2804,"Không thấy mời thằng râu quai nón:""mẹ anh bán bán bán bánh mì.""",0,1
2805,"Mấy thằng bán quần áo, giày dép lãi 50% là ít, đéo thấy ai kêu. Kinh doanh cái gì cũng là KD hết, chỉ có bọn lừa đảo mới đáng chửi. Ông thấy đắt ông có quyền ko mua mà.",0,1
2806,"Tôi thấy Úc đá thường bỏ mẹ các ông ạ. Ngoài bàn thắng ất ơ do lỗi phòng thủ ra thì chả tạo được cái vẹo gì cả. Sút xa kém, phối hợp kém, cao nhưng lật cũng đéo hay. Việt Nam mà tự tin dâng lên đá cũng chả thua kém mấy.",0,1
2807,Toàn mấy thằng vàng vẩu húp mì tiền lương ra ăn nhậu cho hết nên chửi giá đất tăng cao thôi. Đồ ăn sáng 10 năm trước 10k chừ 30k thì đất cát x chục lần méo có gì sai cả,0,2
2808,Vl 2-3tr cũng là 1 khoản lớn mà cũng đòi lên voz đọ tài sản à,0,1
2809,"Anh đưa cái ảnh của 1 thằng ủng hộ LGBT để troll LGBT thì a thiếu hiểu biết, người ta cười cho",0,2
2810,"Thôi đừng to mồm ông ạ Người ngoài nhìn sự việc thì đơn giản, chẳng qua đây là em vợ, nếu là em ruột ông thì sao, giận, tức rồi cũng cắn răng mà gom góp lo cho nó. Tất nhiên ko phải cứ chạy theo nó mãi, nhưng ít nhất rồi cũng phải cắn răng 1 lần Nói phét thì thằng đ' nào chả nói được, xhđ nó về tận nhà dí ông bà già thì có ngồi im được không",0,1
2811,"má, đi làm với bọn Đức, tuần nào ít nhất cũng phải ngồi với nó làm 1 chút Uống bia như nước lã",0,0
2812,"Uhm Thím không biết ứng dụng toán để làm gì thì do thím =]] Xong lại chửi toán thiếu ứng dụng thực tế =]] Ứng dụng thì đầy ra, nhưng đụng đến toán thì toàn bảo dùng máy, để người khác tính hộ,.... Cái éo gì trong xã hội này ko ứng dụng đạo hàm, tích phân =]] Chỉ có điều thời nay máy móc tính hộ hết rồi. À, muốn chế tạo cái máy đó thì thằng sản xuất phải biết cách tính. Giờ éo cho nó học đạo hàm, tích phân,... thì đừng mở miệng ra chửi đất nước này éo sản xuất được cái gì hết =]]",0,1
2813,Lương 100 củ mà thua lỗ 300tr mà chán. Ảo vl.,0,1
2814,"Vì là công chức nn nên nó cug ko mong muốn dân tới đông làm gì, vì mệt chúng nó",0,1
2815,"thằng nhật lúc đó sợ đức mạnh quá xúc luôn nó cho nên nó phải tranh thủ bành trướng hết mức năm 41 42 đồng minh đéo dám ra đại dương với đức,đức mà nó chơi chớp nhoáng trước mấy tháng thì nguyên 1 núi tài nguyên của lô xiên đủ sức cân cả thế giới thử tưởng tượng xem năm 44 đức có đủ lực sản xuất bom nguyên tử với tên lửa xuyên lục địa thì nó sẽ bụp thằng nào trước",0,1
2816,vl con quái vật Sanches,0,1
2817,khuyếch là cái mẹ gì thế,0,1
2818,Đấu chiến thắng phật mà đụng thằng yêu quái tay búa tay liềm thì cũng bỏ chạy nha! Nói nhanh cho nó gọn,0,1
2819,"hỏi quá ngu. VÌ cái việc chỉ đạo thực ra nó chiếm 1 lượng thời gian và cần đầu óc rất ít đối với họ. Còn lãnh đạo công việc của ng ta nhân viên ở dưới k bh hiểu được - thế nên mới làm nhân viên. NG ta lo những việc lớn , quan trọng liên quan tới cả hướng đi, chiến lược chứ lo gì 3 cái việc của nhân viên không đâu",0,1
2820,"một thằng thất bại khi ""đột nhiên"" thành công thì sẽ quên con mẹ nó đi quá khứ của bản thân nhưng nó quên mất là quá khứ làm nên con người nó hiện tại chứ không phải hiện tại làm nên con người hiện tại của nó, đây là biểu hiện của sự thất bại trong thâm tâm",0,1
2821,Tụi Indo nó cấm mẹ thương mại điện tử để bảo hộ nền mình tế nước nó còn đông lào 1 thời gian tràn ngập đồ trung từ bên kia về hết cho xem,0,1
2822,"Có nhà SG cần đéo gì lấy gái quê mùa, môn đăng hậu đối là trên hết. Cảm thấy thua thiệt gia đình nhà gái thì rút cho nhanh, còn hơn thì next mẹ đi cho nhẹ đầu.",0,1
2823,Thớt mất hút lâu thế...,0,0
2824,"Cu Thọ này có đi học mà không hiểu ngôn ngữ vùng miền à. Cùng là 1 danh từ nhưng ở miền Nam phần đông kêu bằng bắp, miền Bắc gọi là ngô, khi dùng cho văn bảng hay văn nói chính thức Việt Nam thì vẫn sử dụng là ngô nhé, có vậy cũng chửi.",0,1
2825,"Chẳng lẽ CZ cũng bị truy ở Trung quốc ah? A cầm mẹ cái quốc tịch UAE mà ở đấy hưởng thụ trọn đời, bỏ mẹ cái Binance US đi cũng chả sao, dù sao từ đầu cũng có nó đâu. Sao phải đưa mặt ra thỏa thuận với thằng US ta",0,1
2826,"Chơi bẩn là bẩn thế nào bạn, anh đánh trận thì anh khôn anh thắng, còn anh ngu thì anh thua chứ bẩn hay sạch gì ở đây ! Bị người ta lừa xong nói người ta chơi bẩn, sao không nói a ngu bị lừa dễ thế !",0,1
2827,giờ thằng nào nam dc marketign thêm tí vốn mở cc j cũng ăn,0,1
2828,"Dân đông lào bảo tính khôn lỏi trạng quỳnh nó ngấm vào máu rồi, phải có thương hội mới chơi được chứ cứ rình rình đạp nhau thì chỉ béo bọn ngoài thôi.",0,1
2829,"Chả thằng nào giàu đến mức mất 1 tỷ mà không ngán cả, chém vừa thôi.",0,1
2830,Mấy thằng trẻ trâu mình hay chửi lắm,0,1
2831,éo hiểu a nghĩ gì luôn. k buồn nói,0,1
2832,Đi massage người mù cũng là 1 phần ủng hộ những người thiếu may mắn. Anh còn đòi xấu đẹp cm gì,0,1
2833,"1 ngày cướp 100 vụ bắt hụt 99 vụ thì không nói, bắt được 1 vụ thì lên báo ngay Quả là gotham đao lồng",0,1
2834,"Cái điếu cày inox đấy khác gì chùy ko gai đâu thím, có đội mũ bảo hộ ăn 1 phát đấy còn ngất chứ đừng nói đầu trần, 1 phát đầu tiên vào 1 bên thái dương đã gần như là chết não rồi đấy, phát 2 vào gáy là đi hẵn luôn",0,1
2835,"Làm cái cải cách chia lại đất đai đi cho nó máu Thằng nào đủ lực thì cứ ra mà nhận đất rồi trả nợ, bắt trả 1 cục là khỏi lo nợ xấu. Còn lại ae thu hồi về quỹ đất trồng cỏ chăn bò chờ ngày nuôi lợn tiếp Hết nợ thì hết lo lãi thôi.",0,1
2836,Cái ảnh trên kia người ta gọi là xàm,0,0
2837,Mồm thì chửi quan tham nhũng. Tay thì vẫn đưa tiền nhờ vả,0,0
2838,Cụ Trịnh là nghệ sĩ thì có gì mà bí với mật. Mấy thằng cơ hội cứ làm quá lên,0,1
2839,"Lãnh đạo chắc trên trời rớt xuống Mà thằng nào bảo lãnh đạo ngu tao gạch cho nhé, toàn tốt nghiệp đại học top vn thời xưa, du học nga, châu âu, cựu giảng viên, tiến sĩ ko mà ngu là ngu kiểu đéo gì được Kể cả quá trình sàng lọc thằng nào cầm súng thằng nào đi học nó đã quá là thảm khốc rồi",0,1
2840,"Có cc nô lệ Đông Dương ngon bằng bọn Bắc Phi, nhỏ người như con nhái, sức thì yếu mà còn hay phản loạn, tài nguyên thua xa, đã vậy vận chuyển được về nước cũng mửa mật. Thằng Pháp nó quyết đánh ở VN là để dằn mặt mấy thằng Bắc Phi đòi độc lập, mãi đến khi tốn tiền nhiều quá nó mới bỏ, nhưng tốn ở Algeria còn nhiều hơn ở Vịt, chết gấp mấy lần nhưng nó vẫn đánh đến cùng đoó!",0,1
2841,"Karate có tổng cộng 8 bộ huy chương nhưng Nhật được có 1 vàng thôi, farm cl chứ farm. Nó đưa vào để chủ yếu quảng bá đất nước.",0,1
2842,"Cái quan trọng như: kiến thức nền tảng, tư duy/thái độ làm việc, trình độ tiếng anh thì k nói, lũ lều báo chỉ giỏi ăn tiền của mấy cty outsourcing, chứ biết gì về ngành phần mềm mà nói. Cần 1 bài tạo trend như thằng em BK 96 để chửi tụi cty outsourcing vn suốt ngày đi lùa gà.",0,1
2843,"Lão này 2020 bị lộ hình ""cái đó"" làm thiên hạ xôn xao và ầm ĩ suốt.",0,0
2844,"Xem mấy cái linh tinh thế thì lại chả mê tín. Đéo có cơ sở lý luận nào cả. Tôi có 1 nguyên tắc là đi xem cái gì mà tốt thì tin, còn xấu thì kệ mẹ.",0,1
2845,"ở vn ai không tiêu sài, ai ko đóng thuế fence. bọn ăn chơi sang choảnh nó còn đóng nhiều thuế hơn ấy chứ",0,0
2846,ăn may khi khai phá được cái sở thích xem video ngắn đéo có nghĩa là sẽ thành công ở chỗ khác đâu,0,1
2847,"Cái này đổ lỗi cho quan cũng ko đúng, đợt mưa bão xuống miền Nam, mấy quan báo cả mấy ngày mà dân có nghe đéo đâu.",0,1
2848,"Chưa kể xe gắn đồ chơi hàng hiệu, tới khi nhận lại xe éo còn gì.",0,1
2849,Người có giá trị chả bao giờ mang mặt mốc đi nhậu chùa cả,0,1
2850,"nói chung tư duy vậy là đúng (theo quan điểm của mình), nhưng nói như thế là đéo được.",0,1
2851,"Đúng là cuộc sống muôn màu, cái đéo gì cũng có thể xảy ra.",0,1
2852,"Ngày xưa tụi mình còn bị nhồi vào đầu tư tưởng đi nước ngoài là không yêu nước, 20 năm nữa nước mình giàu như Mỹ ai cũng đi xe hơi, có đứa nào dám mơ mộng một ngày nào đó đặt chân ra nước ngoài đâu. Còn trẻ con bây giờ thì nó cũng bắt chước những gì xung quanh nó như chơi trò cha mẹ, bác sĩ chăm bệnh nhân, làm cô giáo... chứ biết doanh nhân hay du học thế nào mà đóng vai.",0,0
2853,Có video đ đâu mà ngồi phán,0,1
2854,"Cái ""Thần thái"" thím nói đố thằng nào nhà k có điều kiện mà toát lên được",0,1
2855,"gái nó giả ngu thôi, mấy cái đố 3 xu này trên fb có đời nào rồi",0,0
2856,Kiếm đc tháng 30-50 củ ko bỏ ra đc chục củ đầu tư cho bản thân ah. Ngày bỏ ra tầm 30' tút tát đầu ngày đọc tin tức các thể loại là ngon cành ngay chứ có đéo gì. @@,0,1
2857,"Bên đó ko biết chơi chiêu ""tiếp thị sữa"", ""quần chúng bức xúc"" nhỉ ?",0,0
2858,3 thằng tmđt còn sống ở VN thằng nào củng tay to vãi ( Đ,0,1
2859,Éo thấy show tk live & lệnh lỗ,0,1
2860,Vừa vừa phải phải thôi chứ trời. Không muốn đá thì nghỉ mẹ đi.,0,1
2861,"Những ông cờ bạc, lô đề nọ kia thì nhìn vào đây mà rút kinh nghiệm nhé. Đừng để đời con mình khốn khổ vì những thứ nó không gây ra, vì có thằng bố cờ bạc, nợ nần mà không lấy được con cái gia đình nào tử tế.",0,0
2862,"Dốt méo gì, trước mấy thằng bạn tôi cấp 1 học bt mà cấp 2,3 nó cầy kiểu gì mà lên top cmnl. Mới lớp 1 do nó chưa tập trung học thôi.",0,1
2863,Thu thập thêm thông tin rồi hãy lập thớt mai fen. Qua đó làm lương 2x người ta đi làm méo gì,0,1
2864,Mấy thằng này đang cho ăn,0,1
2865,nói chung 2 thằng chạy non,0,1
2866,"Thằng trưởng phòng còn nhỏ tuổi hơn mình, sai cũng chửi, đúng cũng chửi, nó sai đổ thừa qua mình rồi chửi, buồn buồn kiếm chuyện chửi. Lúc mới vô nhịn 2 tháng thử việc, ký HĐ xong bật luôn tại v.phòng, đám lính mắt cho O mồm chữ A vì thằng này cháu sếp tổng lâu nay méo ai dám bật nó, dọa báo lên cấp trên cho nghỉ việc, ""tao thách mày đấy"", méo dám làm j. Sau sếp thấy mình có năng lực hơn rút qua bộ phận khác lên phó phòng mà có offer khác ngon hơn nên nghỉ luôn.",0,1
2867,đúng là ở khựa chuyện đéo gì cũng xảy ra đc,0,1
2868,2 thằng lương 350 thì chọn thằng éo nào cũng đc ko cần quan tâm xởi lởi hay không. Khi 1 tiêu chí đã quá cao rồi thì những thứ còn lại là vô nghĩa.,0,1
2869,"Nghe đến thứ gọi là ""Sứa bất tử"" bao giờ chưa? Bọn nó nếu ko vì ngoại cảnh (bị ăn thịt, bị sức ép của áp suất đại dương, núi lửa, ô nhiễm...) thì sẽ ko chết. Nghĩa là Bất tử ở đây là vẫn có thể chết bởi ngoại cảnh, nếu ko bị ngoại cảnh thì anh sẽ sống mãi.",0,0
2870,"Hài thật, một nước ở thế giới thứ 3 suốt ngày đi chửi lão Musk. Trong khi thằng tổng của Hàn vừa mới xun xoe đi gặp Musk xong.",0,0
2871,Liên quan đéo gì ở topic này?,0,1
2872,tốn tiền thuê chuyên gia nước ngoài mà làm ăn thua mấy đứa học sinh nữa =.=,0,1
2873,"Một chiếc xe tải nhẹ tầm 1,5 tấn đi với vận tốc 60km/h thôi là thấy nó như quả tên lửa càn quét rồi mà trong phim éo cán đc lũ zombie yếu nhớt :lmao:",0,1
2874,"Đề nghị anh không đc xúc phạm con chó như vậy, chó có lý do gì nó mới sủa, còn đằng này thì ...",0,0
2875,Khoe lằm khoe lốn thế ông a,0,1
2876,Do anh và tôi ở cái nước thuộc thế giới thứ 3 nên cảm thấy biết > 2 ngôn ngữ là giỏi chứ ở châu Âu bọn nó biết > 2 thứ tiếng kể cả mẹ đẻ đầy ra.,0,0
2877,"Video của 1 thanh niên Nhật sống ở Nam Kinh, đúng là bọn Tàu làm nghiêm thật, kết hợp cả công nghệ vào bảo sao giờ nó chống đc dịch rồi.",0,0
2878,"Nhà tôi ở Vạn Ninh cả mấy chục năm nay chưa nghe có tên Bãi Dài, thèn lều báo bị ngáo đá hay gì mà. Nói về vụ đuối nước ở đây thường xuyên, do dòng chảy ở đây hơi ác, một số chỗ ""sụp búng"" hay còn gọi là bị mắc bùn ko rút chân lên được",0,1
2879,"Nhiều đứa đòi chính phủ Anh can thiệp quốc hữu hoá đám phản loạn, đuổi chủ Mỹ sau đó chia lại theo 50+1 kiểu Đức.",0,0
2880,"Lại nhớ thằng bố vợ quốc dân của Vozer cũng xây cái công viên tâm linh rồi ""tự nhiên"" đào được một pho tượng Phật bằng gỗ",0,0
2881,"Méo liên quan, Đường mở trùng với đường dây điện thiếu méo gì ở trên đời",0,1
2882,"Đi xe máy ở vn bẩn vl chả khác gì hốc bụi vào mặt và phổi, ung thư bệnh tật từ đó mà ra chứ đâu.",0,1
2883,Tít tối nghĩa vcl. Tưởng Anh là đại từ nhân xưng,0,1
2884,"""Anh chấp chúng mày nửa thuế"", Cross vừa nói vừa tăng giá...",0,1
2885,"Bên lazada khuyến mãi giờ thơm hơn, bọn shopee phí ship càng ngày càng đắt, giao hàng thì chậm Lzd đặt hôm trước chiều hôm sau nó giao luôn, nhanh vcl, freeship xong áp 1 lô mã vào rẻ thối. Bực mình cái UI/UX đbrr của lzd thôi, nó mà cải thiện như thằng shopee tôi xóa mẹ app shopee luôn.",0,1
2886,Tôi dc cơ quan lo đi học nên đéo nghèo. Cũng đéo đú nhé đồng chí,0,1
2887,"Vẫn còn page 1, thả gif đi thằng dưới!",0,1
2888,Cái trò kéo cuối phiên này tôi ăn đòn nhiều rồi. Cứ nằm xem bọn sv làm trò thôi.,0,1
2889,"Dù sao nó cũng là thằng vào thị trường lâu năm, ngót ngét từ 2009, chứ giờ tá lả các thể loại, chưa kể 3M fake nhan nhản",0,1
2890,"Theo tiêu chuẩn của Tây thì bắn là hành vi vô nhân đạo. Nên hơn chục năm nay đã áp dụng việc tiêm thuốc độc rồi, 1 lần tận 600 củ đấy, hết sức lãng phí. Trong khi đó chỉ cần 1 sợi dây thừng là treo cổ vài chục thằng vô tư",0,1
2891,"Cố gắng ngược dòng là thằng ngu. Cố gắng tự định đoạt mới đáng tự hào, xuôi dòng hay ngược dòng không quan trọng.",0,1
2892,"Có ai chết hay không thì liên quan quái gì,",0,1
2893,"Tuy là rồ Mẽo chân chính + anti anh hai nhưng cũng phải nể nó đôi phần Đất nước đi lên từ lao động + sản xuất (mặc dù cũng có chiêu trò với bọn tư bẩn), tự tạo được ảnh hưởng lên thế giới thì tự khắc sẽ có sân sâu, đệ ruột như Mẽo thôi. Không như ""kẻ mà ai cũng biết"", ngoài đống vũ khí vô đối trên lý thuyết ra thì sức ảnh hưởng đéo có mà lúc nào cũng đòi phải là một cực của thế giới, lên tiếng thì mấy thằng hàng xóm xung quanh phải nghe lời, đéo nghe là mở chiến dịch quân sự đặc biệt",0,1
2894,Tàu nào không giám ho he. Bí thư 1 tỉnh của nó ngang mẹ chủ tịch nước bên mình chứ đùa. Thủ đô bắc kinh còn bí thơ cỡ quảng tây vân nam nó quán xuyến 1 trời.,0,1
2895,"Trần Kha Minh, 30 tuổi 30 tuổi rồi chứ phải con nít đâu, đi tù xong ra nữa hết mịa đời người, chịu",0,1
2896,"bãi giữ xe chung cư thì quyền ở ban quản lý, bố thằng vin cũng không tự ý vào cắm trụ hay sơn vạch lại được...",0,1
2897,"à anh đứng ngoài thì lúc đếu nào cũng sẽ thấy đầy những cơ hội, ""nếu"" vào là ngon ăn nhưng anh đứng trong thì lại múc mịa nó cái đỉnh mất rồi còn đâu tiền mà bắt đáy",0,1
2898,"Nó đếm số thì nói làm gì. Ví dụ cái chổ đường Nguyễn Hữu Thọ. Đường cho chạy 80km/h, đang phi 60km/h, đùng cái nó đối đèn vàng rồi đỏ luôn. Bố ai mà thắng kịp. Kể cả có thắng kịp thi cũng chả dám, thằng sau nó húc đít thì bỏ mẹ.",0,1
2899,"trai hay gái quan trọng gì, quan trọng sau này lớn lên nó như nào nó giỏi giang có hiếu thì giới nào cung dc loại phá gia chi tử ăn tàn phá hại thì...",0,0
2900,Conan sống dai vãi đái,0,1
2901,"Tôi lại thấy hay mà, gần gũi là ok. Chứ cái thứ chảnh chó chỉ dạ dạ vâng vâng ghét vđ",0,1
2902,"Chuyên gia là gọi chung mấy người sang VN làm việc chứ k phải việt nam mời nó qua. ví dụ như bọn ấn thì hầu hết là làm việc cho cty ấn độ ở việt nam, chứ có ai rảnh mà mời mấy thằng đó. hàn quốc là làm cho cty hàn quốc, nhật là cty nhật hoặc dự án của nhật. Tiếng anh gọi chung bọn này là expat, lều báo dịch ra là chuyên gia",0,1
2903,"vãi nồi, lái chính lái phụ giờ vẫn còn phải ăn 2 bữa riêng tránh 1 thằng ngộ độc, giờ mà chỉ bay 1 thằng thì nhỡ thằng ấy tào tháo đuổi thôi thì đã là vấn đề moẹ rồi, nguyên tắc của hàng ko là luôn có thứ thay thế. ngay cả cái lỗ cắm tai nghe thì 1 trong những lí do giữ 2 lỗ vẫn là vì 1 lỗ hỏng thì còn nghe tạm bằng lỗ còn lại, chứ đừng nói là phi công",0,1
2904,Có những diễn đàn trên mạng còn quái đản bệnh hoạn hơn,0,0
2905,"Trời mưa sân trơn chỉ khổ mấy thằng thiên về tốc độ , éo xử lý nhanh đc.",0,1
2906,Bớt cái mồm vào thôi.,0,1
2907,Logistic VN so với Tàu đúng là đbrr. Từ tàu ra hải quan VN mất có 1 ngày,0,1
2908,nước còn nhiều đừng có tham,0,0
2909,"A méo phải anfong đâu fen :V Sumi làm giao thông, lại toàn làm dự án nhà nước :v tôi chả có tí kn gì về 2 cái này ))))",0,1
2910,nó là công an chìm mà sao đéo biết được ?,0,1
2911,"Nếu đất là ""Ông và già vợ cho, tặng riêng vợ"" thì dẹp chuyện xây dựng fen nhé. Không thần kinh mà lại xây nhà trên đất thằng khác.",0,1
